,Aracade_Game,Adventure_Game,Game,Proficiency
15238,NO,YES,GAME_3,LEVEL_2
15239,NO,YES,GAME_2,LEVEL_2
15240,NO,YES,GAME_3,LEVEL_2
15241,NO,YES,GAME_1,LEVEL_2
15242,NO,YES,GAME_3,LEVEL_2
15243,NO,YES,GAME_2,LEVEL_2
15244,NO,YES,GAME_1,LEVEL_2
15245,NO,YES,GAME_1,LEVEL_2
15246,NO,YES,GAME_4,LEVEL_2
15247,NO,YES,GAME_1,LEVEL_2
15248,NO,YES,GAME_1,LEVEL_2
15249,NO,YES,GAME_1,LEVEL_2
15250,NO,YES,GAME_1,LEVEL_2
15251,NO,YES,GAME_2,LEVEL_2
15252,NO,YES,GAME_1,LEVEL_2
15253,NO,YES,GAME_2,LEVEL_3
15254,NO,YES,GAME_1,LEVEL_2
15255,NO,YES,GAME_1,LEVEL_2
15256,NO,YES,GAME_3,LEVEL_2
15257,NO,YES,GAME_1,LEVEL_2
15258,NO,YES,GAME_1,LEVEL_2
15259,NO,YES,GAME_2,LEVEL_3
15260,YES,YES,GAME_2,LEVEL_3
15261,NO,YES,GAME_1,LEVEL_2
15262,NO,YES,GAME_4,LEVEL_2
15263,NO,YES,GAME_3,LEVEL_2
15264,NO,YES,GAME_3,LEVEL_2
15265,YES,YES,GAME_1,LEVEL_3
15266,NO,YES,GAME_1,LEVEL_2
15267,YES,YES,GAME_2,LEVEL_2
15268,YES,YES,GAME_1,LEVEL_3
15269,NO,YES,GAME_1,LEVEL_2
15270,NO,YES,GAME_1,LEVEL_2
15271,YES,YES,GAME_1,LEVEL_3
15272,NO,YES,GAME_1,LEVEL_2
15273,YES,YES,GAME_2,LEVEL_2
15274,YES,YES,GAME_3,LEVEL_2
15275,NO,YES,GAME_3,LEVEL_2
15276,NO,YES,GAME_1,LEVEL_2
15277,NO,YES,GAME_1,LEVEL_2
15278,NO,YES,GAME_3,LEVEL_2
15279,YES,YES,GAME_1,LEVEL_2
15280,YES,YES,GAME_1,LEVEL_2
15281,NO,YES,GAME_2,LEVEL_2
15282,YES,YES,GAME_3,LEVEL_2
15283,YES,YES,GAME_4,LEVEL_2
15284,NO,YES,GAME_4,LEVEL_2
15285,NO,YES,GAME_1,LEVEL_2
15286,NO,NO,GAME_1,LEVEL_4
15287,YES,YES,GAME_4,LEVEL_2
15288,YES,YES,GAME_3,LEVEL_2
15289,YES,YES,GAME_3,LEVEL_3
15290,NO,YES,GAME_3,LEVEL_2
15291,YES,YES,GAME_4,LEVEL_3
15292,YES,YES,GAME_3,LEVEL_3
15293,YES,YES,GAME_1,LEVEL_2
15294,YES,YES,GAME_3,LEVEL_2
15295,YES,YES,GAME_3,LEVEL_2
15296,YES,YES,GAME_3,LEVEL_3
15297,NO,YES,GAME_1,LEVEL_2
15298,NO,YES,GAME_1,LEVEL_2
15299,YES,YES,GAME_3,LEVEL_2
15300,YES,YES,GAME_1,LEVEL_2
15301,NO,NO,GAME_1,LEVEL_2
15302,NO,YES,GAME_1,LEVEL_2
15303,NO,YES,GAME_2,LEVEL_2
15304,NO,YES,GAME_4,LEVEL_2
15305,NO,YES,GAME_3,LEVEL_2
15306,NO,YES,GAME_1,LEVEL_2
15307,YES,YES,GAME_3,LEVEL_1
15308,NO,YES,GAME_1,LEVEL_2
15309,NO,YES,GAME_1,LEVEL_2
15310,NO,YES,GAME_1,LEVEL_2
15311,YES,YES,GAME_4,LEVEL_2
15312,YES,YES,GAME_2,LEVEL_2
15313,YES,YES,GAME_4,LEVEL_2
15314,YES,YES,GAME_2,LEVEL_2
15315,NO,YES,GAME_3,LEVEL_2
15316,NO,YES,GAME_1,LEVEL_2
15317,NO,YES,GAME_3,LEVEL_2
15318,YES,YES,GAME_4,LEVEL_2
15319,YES,YES,GAME_4,LEVEL_2
15320,YES,YES,GAME_2,LEVEL_2
15321,YES,YES,GAME_3,LEVEL_2
15322,NO,YES,GAME_1,LEVEL_2
15323,YES,YES,GAME_1,LEVEL_2
15324,YES,YES,GAME_4,LEVEL_2
15325,YES,YES,GAME_3,LEVEL_2
15326,YES,YES,GAME_2,LEVEL_2
15327,YES,YES,GAME_4,LEVEL_2
15328,YES,YES,GAME_1,LEVEL_2
15329,YES,YES,GAME_3,LEVEL_2
15330,YES,YES,GAME_2,LEVEL_3
15331,YES,YES,GAME_3,LEVEL_2
15332,YES,YES,GAME_2,LEVEL_2
15333,YES,YES,GAME_1,LEVEL_2
15334,YES,YES,GAME_1,LEVEL_3
15335,YES,YES,GAME_4,LEVEL_2
15336,YES,YES,GAME_3,LEVEL_2
15337,YES,YES,GAME_2,LEVEL_3
15338,YES,YES,GAME_1,LEVEL_3
15339,NO,YES,GAME_1,LEVEL_2
15340,YES,YES,GAME_1,LEVEL_2
15341,YES,YES,GAME_1,LEVEL_2
15342,NO,YES,GAME_1,LEVEL_2
15343,YES,YES,GAME_3,LEVEL_2
15344,YES,YES,GAME_1,LEVEL_2
15345,NO,YES,GAME_2,LEVEL_3
15346,NO,YES,GAME_1,LEVEL_2
15347,YES,YES,GAME_2,LEVEL_2
15348,NO,YES,GAME_2,LEVEL_2
15349,YES,YES,GAME_2,LEVEL_2
15350,YES,YES,GAME_2,LEVEL_2
15351,NO,YES,GAME_2,LEVEL_3
15352,NO,YES,GAME_3,LEVEL_2
15353,NO,YES,GAME_3,LEVEL_2
15354,NO,YES,GAME_2,LEVEL_2
15355,YES,YES,GAME_2,LEVEL_2
15356,YES,YES,GAME_1,LEVEL_2
15357,YES,YES,GAME_2,LEVEL_2
15358,NO,YES,GAME_1,LEVEL_2
15359,NO,YES,GAME_1,LEVEL_2
15360,NO,YES,GAME_3,LEVEL_2
15361,NO,YES,GAME_3,LEVEL_2
15362,YES,YES,GAME_1,LEVEL_3
15363,YES,YES,GAME_1,LEVEL_2
15364,NO,YES,GAME_1,LEVEL_2
15365,YES,YES,GAME_1,LEVEL_3
15366,NO,YES,GAME_1,LEVEL_2
15367,NO,YES,GAME_2,LEVEL_2
15368,NO,YES,GAME_3,LEVEL_2
15369,NO,YES,GAME_3,LEVEL_2
15370,NO,NO,GAME_3,LEVEL_2
15371,YES,YES,GAME_2,LEVEL_3
15372,NO,YES,GAME_1,LEVEL_2
15373,NO,YES,GAME_1,LEVEL_2
15374,YES,YES,GAME_1,LEVEL_2
15375,NO,YES,GAME_2,LEVEL_3
15376,YES,YES,GAME_1,LEVEL_2
15377,YES,YES,GAME_1,LEVEL_3
15378,NO,YES,GAME_1,LEVEL_2
15379,YES,YES,GAME_1,LEVEL_2
15380,NO,YES,GAME_1,LEVEL_2
15381,NO,YES,GAME_1,LEVEL_2
15382,NO,YES,GAME_2,LEVEL_2
15383,NO,YES,GAME_1,LEVEL_2
15384,NO,YES,GAME_1,LEVEL_2
15385,NO,YES,GAME_2,LEVEL_3
15386,NO,YES,GAME_1,LEVEL_3
15387,NO,YES,GAME_2,LEVEL_2
15388,YES,NO,GAME_3,LEVEL_2
15389,NO,YES,GAME_1,LEVEL_3
15390,NO,YES,GAME_1,LEVEL_2
15391,YES,YES,GAME_3,LEVEL_2
15392,NO,YES,GAME_1,LEVEL_2
15393,YES,YES,GAME_2,LEVEL_3
15394,NO,YES,GAME_1,LEVEL_2
15395,YES,YES,GAME_3,LEVEL_2
15396,NO,YES,GAME_1,LEVEL_3
15397,YES,YES,GAME_2,LEVEL_2
15398,NO,YES,GAME_3,LEVEL_2
15399,YES,YES,GAME_1,LEVEL_3
15400,NO,YES,GAME_1,LEVEL_2
15401,YES,YES,GAME_1,LEVEL_2
15402,NO,YES,GAME_1,LEVEL_2
15403,NO,YES,GAME_1,LEVEL_2
15404,NO,YES,GAME_1,LEVEL_2
15405,NO,YES,GAME_1,LEVEL_3
15406,YES,YES,GAME_2,LEVEL_3
15407,NO,YES,GAME_1,LEVEL_2
15408,YES,YES,GAME_2,LEVEL_2
15409,NO,YES,GAME_2,LEVEL_3
15410,NO,YES,GAME_2,LEVEL_3
15411,NO,YES,GAME_3,LEVEL_2
15412,NO,YES,GAME_1,LEVEL_2
15413,YES,YES,GAME_2,LEVEL_2
15414,YES,YES,GAME_3,LEVEL_2
15415,YES,YES,GAME_1,LEVEL_2
15416,NO,YES,GAME_1,LEVEL_3
15417,NO,YES,GAME_3,LEVEL_2
15418,NO,YES,GAME_4,LEVEL_2
15419,NO,YES,GAME_4,LEVEL_2
15420,YES,YES,GAME_4,LEVEL_2
15421,NO,YES,GAME_4,LEVEL_2
15422,YES,YES,GAME_4,LEVEL_2
15423,NO,YES,GAME_4,LEVEL_2
15424,NO,YES,GAME_4,LEVEL_3
15425,NO,YES,GAME_4,LEVEL_3
15426,NO,YES,GAME_4,LEVEL_2
15427,NO,YES,GAME_1,LEVEL_2
15428,YES,YES,GAME_4,LEVEL_2
15429,YES,YES,GAME_3,LEVEL_3
15430,YES,YES,GAME_2,LEVEL_2
15431,NO,YES,GAME_2,LEVEL_3
15432,YES,YES,GAME_1,LEVEL_2
15433,YES,YES,GAME_3,LEVEL_2
15434,YES,YES,GAME_1,LEVEL_2
15435,NO,YES,GAME_1,LEVEL_2
15436,NO,YES,GAME_1,LEVEL_2
15437,NO,YES,GAME_2,LEVEL_3
15438,NO,YES,GAME_1,LEVEL_2
15439,NO,YES,GAME_1,LEVEL_2
15440,NO,YES,GAME_1,LEVEL_2
15441,NO,YES,GAME_2,LEVEL_3
15442,NO,YES,GAME_4,LEVEL_2
15443,NO,YES,GAME_1,LEVEL_2
15444,NO,YES,GAME_3,LEVEL_2
15445,NO,YES,GAME_4,LEVEL_2
15446,NO,YES,GAME_3,LEVEL_2
15447,NO,YES,GAME_1,LEVEL_2
15448,NO,YES,GAME_1,LEVEL_2
15449,YES,YES,GAME_1,LEVEL_2
15450,NO,YES,GAME_1,LEVEL_2
15451,YES,YES,GAME_3,LEVEL_2
15452,YES,YES,GAME_1,LEVEL_2
15453,NO,YES,GAME_1,LEVEL_2
15454,YES,YES,GAME_1,LEVEL_2
15455,YES,YES,GAME_1,LEVEL_3
15456,YES,YES,GAME_1,LEVEL_2
15457,NO,YES,GAME_1,LEVEL_2
15458,YES,YES,GAME_4,LEVEL_3
15459,NO,NO,GAME_1,LEVEL_4
15460,NO,YES,GAME_1,LEVEL_2
15461,YES,YES,GAME_2,LEVEL_2
15462,YES,YES,GAME_1,LEVEL_3
15463,NO,YES,GAME_1,LEVEL_3
15464,NO,YES,GAME_1,LEVEL_2
15465,YES,YES,GAME_1,LEVEL_2
15466,NO,YES,GAME_1,LEVEL_2
15467,NO,YES,GAME_1,LEVEL_2
15468,YES,YES,GAME_2,LEVEL_2
15469,NO,YES,GAME_2,LEVEL_3
15470,YES,YES,GAME_1,LEVEL_2
15471,NO,YES,GAME_3,LEVEL_2
15472,NO,YES,GAME_1,LEVEL_3
15473,YES,YES,GAME_2,LEVEL_2
15474,YES,YES,GAME_2,LEVEL_2
15475,NO,YES,GAME_1,LEVEL_2
15476,YES,YES,GAME_1,LEVEL_2
15477,YES,YES,GAME_1,LEVEL_3
15478,YES,YES,GAME_1,LEVEL_2
15479,YES,YES,GAME_2,LEVEL_2
15480,NO,YES,GAME_1,LEVEL_2
15481,YES,YES,GAME_1,LEVEL_2
15482,NO,YES,GAME_1,LEVEL_2
15483,YES,YES,GAME_1,LEVEL_2
15484,YES,YES,GAME_1,LEVEL_2
15485,YES,YES,GAME_3,LEVEL_2
15486,YES,YES,GAME_3,LEVEL_2
15487,YES,YES,GAME_1,LEVEL_2
15488,NO,YES,GAME_1,LEVEL_2
15489,NO,YES,GAME_2,LEVEL_2
15490,YES,YES,GAME_2,LEVEL_2
15491,YES,YES,GAME_1,LEVEL_2
15492,YES,YES,GAME_1,LEVEL_2
15493,NO,YES,GAME_1,LEVEL_2
15494,YES,YES,GAME_2,LEVEL_3
15495,NO,YES,GAME_1,LEVEL_2
15496,NO,YES,GAME_1,LEVEL_3
15497,NO,YES,GAME_1,LEVEL_2
15498,YES,YES,GAME_1,LEVEL_2
15499,NO,YES,GAME_1,LEVEL_2
15500,NO,YES,GAME_1,LEVEL_2
15501,NO,YES,GAME_1,LEVEL_2
15502,NO,YES,GAME_1,LEVEL_2
15503,YES,YES,GAME_2,LEVEL_2
15504,NO,YES,GAME_1,LEVEL_2
15505,YES,YES,GAME_2,LEVEL_3
15506,YES,YES,GAME_1,LEVEL_2
15507,NO,YES,GAME_1,LEVEL_2
15508,YES,YES,GAME_1,LEVEL_2
15509,YES,YES,GAME_1,LEVEL_3
15510,YES,YES,GAME_1,LEVEL_2
15511,NO,YES,GAME_1,LEVEL_2
15512,YES,YES,GAME_1,LEVEL_3
15513,NO,YES,GAME_2,LEVEL_3
15514,NO,YES,GAME_2,LEVEL_3
15515,NO,YES,GAME_3,LEVEL_2
15516,NO,YES,GAME_2,LEVEL_2
15517,NO,YES,GAME_1,LEVEL_2
15518,YES,YES,GAME_1,LEVEL_3
15519,YES,YES,GAME_1,LEVEL_2
15520,NO,YES,GAME_1,LEVEL_2
15521,NO,YES,GAME_2,LEVEL_3
15522,NO,YES,GAME_3,LEVEL_2
15523,NO,NO,GAME_1,LEVEL_4
15524,NO,YES,GAME_2,LEVEL_3
15525,NO,YES,GAME_2,LEVEL_2
15526,NO,YES,GAME_1,LEVEL_2
15527,NO,YES,GAME_1,LEVEL_2
15528,NO,YES,GAME_3,LEVEL_2
15529,YES,YES,GAME_1,LEVEL_2
15530,NO,YES,GAME_1,LEVEL_3
15531,NO,YES,GAME_1,LEVEL_2
15532,YES,YES,GAME_1,LEVEL_2
15533,YES,YES,GAME_1,LEVEL_2
15534,YES,YES,GAME_2,LEVEL_2
15535,NO,YES,GAME_1,LEVEL_2
15536,YES,YES,GAME_1,LEVEL_2
15537,NO,YES,GAME_1,LEVEL_2
15538,YES,YES,GAME_1,LEVEL_2
15539,NO,NO,GAME_1,LEVEL_2
15540,NO,YES,GAME_1,LEVEL_2
15541,YES,YES,GAME_3,LEVEL_2
15542,YES,YES,GAME_2,LEVEL_2
15543,YES,YES,GAME_1,LEVEL_2
15544,NO,YES,GAME_2,LEVEL_3
15545,YES,YES,GAME_1,LEVEL_3
15546,NO,YES,GAME_1,LEVEL_2
15547,NO,YES,GAME_1,LEVEL_2
15548,NO,YES,GAME_4,LEVEL_2
15549,NO,YES,GAME_1,LEVEL_2
15550,YES,YES,GAME_3,LEVEL_2
15551,NO,YES,GAME_1,LEVEL_2
15552,NO,YES,GAME_3,LEVEL_2
15553,YES,YES,GAME_1,LEVEL_3
15554,NO,YES,GAME_1,LEVEL_2
15555,NO,YES,GAME_3,LEVEL_2
15556,NO,YES,GAME_3,LEVEL_2
15557,YES,YES,GAME_3,LEVEL_2
15558,YES,YES,GAME_4,LEVEL_2
15559,NO,YES,GAME_1,LEVEL_2
15560,NO,YES,GAME_1,LEVEL_2
15561,NO,YES,GAME_1,LEVEL_2
15562,YES,YES,GAME_1,LEVEL_2
15563,NO,YES,GAME_1,LEVEL_2
15564,NO,YES,GAME_1,LEVEL_2
15565,NO,YES,GAME_1,LEVEL_2
15566,YES,YES,GAME_2,LEVEL_2
15567,YES,YES,GAME_1,LEVEL_3
15568,NO,YES,GAME_1,LEVEL_2
15569,NO,YES,GAME_4,LEVEL_2
15570,NO,YES,GAME_2,LEVEL_2
15571,NO,YES,GAME_1,LEVEL_2
15572,NO,NO,GAME_4,LEVEL_2
15573,NO,YES,GAME_4,LEVEL_2
15574,NO,NO,GAME_1,LEVEL_2
15575,NO,YES,GAME_3,LEVEL_2
15576,YES,YES,GAME_1,LEVEL_2
15577,NO,YES,GAME_1,LEVEL_2
15578,NO,YES,GAME_3,LEVEL_2
15579,NO,YES,GAME_1,LEVEL_2
15580,YES,YES,GAME_1,LEVEL_3
15581,NO,YES,GAME_3,LEVEL_1
15582,NO,YES,GAME_4,LEVEL_2
15583,NO,YES,GAME_1,LEVEL_2
15584,NO,YES,GAME_1,LEVEL_2
15585,NO,YES,GAME_1,LEVEL_2
15586,NO,YES,GAME_1,LEVEL_1
15587,NO,YES,GAME_4,LEVEL_2
15588,NO,YES,GAME_1,LEVEL_2
15589,NO,NO,GAME_1,LEVEL_2
15590,YES,YES,GAME_3,LEVEL_2
15591,YES,YES,GAME_2,LEVEL_2
15592,NO,YES,GAME_3,LEVEL_2
15593,NO,YES,GAME_2,LEVEL_2
15594,NO,YES,GAME_3,LEVEL_2
15595,NO,YES,GAME_1,LEVEL_2
15596,NO,YES,GAME_2,LEVEL_3
15597,NO,YES,GAME_1,LEVEL_2
15598,NO,YES,GAME_2,LEVEL_3
15599,NO,YES,GAME_2,LEVEL_2
15600,NO,YES,GAME_1,LEVEL_2
15601,NO,YES,GAME_1,LEVEL_3
15602,NO,YES,GAME_3,LEVEL_2
15603,NO,YES,GAME_1,LEVEL_2
15604,NO,YES,GAME_3,LEVEL_1
15605,NO,YES,GAME_3,LEVEL_2
15606,NO,YES,GAME_1,LEVEL_2
15607,NO,YES,GAME_3,LEVEL_2
15608,NO,YES,GAME_3,LEVEL_2
15609,YES,YES,GAME_4,LEVEL_2
15610,NO,YES,GAME_3,LEVEL_2
15611,NO,YES,GAME_2,LEVEL_3
15612,NO,YES,GAME_3,LEVEL_2
15613,NO,YES,GAME_3,LEVEL_2
15614,YES,YES,GAME_3,LEVEL_2
15615,NO,YES,GAME_1,LEVEL_2
15616,YES,YES,GAME_3,LEVEL_2
15617,NO,YES,GAME_3,LEVEL_2
15618,NO,YES,GAME_1,LEVEL_2
15619,NO,YES,GAME_1,LEVEL_2
15620,NO,YES,GAME_1,LEVEL_3
15621,NO,YES,GAME_4,LEVEL_2
15622,YES,YES,GAME_1,LEVEL_2
15623,NO,YES,GAME_2,LEVEL_2
15624,NO,YES,GAME_3,LEVEL_2
15625,YES,YES,GAME_1,LEVEL_2
15626,NO,YES,GAME_1,LEVEL_2
15627,NO,YES,GAME_3,LEVEL_2
15628,NO,YES,GAME_3,LEVEL_2
15629,NO,YES,GAME_3,LEVEL_2
15630,NO,YES,GAME_1,LEVEL_2
15631,YES,YES,GAME_2,LEVEL_3
15632,NO,YES,GAME_1,LEVEL_2
15633,NO,YES,GAME_1,LEVEL_2
15634,NO,YES,GAME_1,LEVEL_2
15635,YES,YES,GAME_1,LEVEL_2
15636,NO,YES,GAME_3,LEVEL_2
15637,NO,YES,GAME_1,LEVEL_2
15638,NO,YES,GAME_1,LEVEL_2
15639,YES,YES,GAME_3,LEVEL_3
15640,NO,YES,GAME_1,LEVEL_2
15641,NO,YES,GAME_2,LEVEL_3
15642,NO,YES,GAME_3,LEVEL_2
15643,NO,NO,GAME_3,LEVEL_2
15644,NO,YES,GAME_1,LEVEL_2
15645,NO,YES,GAME_1,LEVEL_3
15646,NO,YES,GAME_1,LEVEL_2
15647,NO,YES,GAME_3,LEVEL_3
15648,NO,YES,GAME_3,LEVEL_3
15649,NO,YES,GAME_1,LEVEL_2
15650,NO,YES,GAME_2,LEVEL_2
15651,YES,YES,GAME_2,LEVEL_3
15652,YES,YES,GAME_1,LEVEL_2
15653,NO,YES,GAME_1,LEVEL_2
15654,NO,YES,GAME_1,LEVEL_2
15655,NO,YES,GAME_2,LEVEL_2
15656,NO,YES,GAME_3,LEVEL_2
15657,YES,YES,GAME_3,LEVEL_2
15658,NO,YES,GAME_1,LEVEL_2
15659,NO,YES,GAME_1,LEVEL_2
15660,NO,YES,GAME_1,LEVEL_2
15661,NO,YES,GAME_1,LEVEL_2
15662,NO,YES,GAME_3,LEVEL_3
15663,NO,YES,GAME_1,LEVEL_2
15664,NO,YES,GAME_1,LEVEL_2
15665,NO,YES,GAME_3,LEVEL_2
15666,NO,YES,GAME_1,LEVEL_2
15667,NO,YES,GAME_3,LEVEL_2
15668,NO,YES,GAME_1,LEVEL_2
15669,NO,YES,GAME_1,LEVEL_2
15670,NO,YES,GAME_1,LEVEL_2
15671,NO,YES,GAME_3,LEVEL_2
15672,NO,YES,GAME_2,LEVEL_3
15673,NO,YES,GAME_1,LEVEL_2
15674,NO,YES,GAME_3,LEVEL_2
15675,NO,YES,GAME_1,LEVEL_2
15676,NO,YES,GAME_1,LEVEL_2
15677,YES,YES,GAME_1,LEVEL_2
15678,NO,YES,GAME_2,LEVEL_3
15679,YES,YES,GAME_3,LEVEL_2
15680,NO,YES,GAME_1,LEVEL_2
15681,NO,YES,GAME_3,LEVEL_2
15682,NO,YES,GAME_1,LEVEL_2
15683,NO,YES,GAME_1,LEVEL_2
15684,YES,YES,GAME_1,LEVEL_2
15685,NO,YES,GAME_3,LEVEL_2
15686,NO,YES,GAME_3,LEVEL_2
15687,NO,YES,GAME_2,LEVEL_3
15688,NO,YES,GAME_1,LEVEL_2
15689,NO,YES,GAME_1,LEVEL_3
15690,NO,YES,GAME_1,LEVEL_2
15691,NO,YES,GAME_1,LEVEL_2
15692,NO,YES,GAME_1,LEVEL_2
15693,NO,YES,GAME_1,LEVEL_3
15694,NO,YES,GAME_1,LEVEL_2
15695,NO,YES,GAME_1,LEVEL_2
15696,NO,YES,GAME_1,LEVEL_2
15697,YES,YES,GAME_1,LEVEL_2
15698,YES,YES,GAME_3,LEVEL_3
15699,NO,YES,GAME_1,LEVEL_2
15700,NO,YES,GAME_3,LEVEL_2
15701,NO,YES,GAME_2,LEVEL_2
15702,NO,YES,GAME_1,LEVEL_2
15703,YES,YES,GAME_1,LEVEL_2
15704,NO,YES,GAME_1,LEVEL_2
15705,NO,YES,GAME_1,LEVEL_3
15706,NO,YES,GAME_1,LEVEL_2
15707,YES,YES,GAME_1,LEVEL_3
15708,NO,YES,GAME_1,LEVEL_2
15709,NO,YES,GAME_1,LEVEL_2
15710,NO,YES,GAME_3,LEVEL_2
15711,NO,YES,GAME_1,LEVEL_2
15712,NO,YES,GAME_1,LEVEL_3
15713,NO,YES,GAME_2,LEVEL_3
15714,NO,YES,GAME_1,LEVEL_3
15715,NO,YES,GAME_3,LEVEL_2
15716,YES,YES,GAME_3,LEVEL_2
15717,NO,YES,GAME_3,LEVEL_2
15718,NO,YES,GAME_3,LEVEL_2
15719,NO,YES,GAME_1,LEVEL_2
15720,YES,YES,GAME_4,LEVEL_2
15721,YES,YES,GAME_2,LEVEL_2
15722,NO,YES,GAME_1,LEVEL_2
15723,YES,YES,GAME_2,LEVEL_2
15724,NO,YES,GAME_1,LEVEL_2
15725,NO,YES,GAME_1,LEVEL_3
15726,YES,YES,GAME_2,LEVEL_3
15727,NO,YES,GAME_1,LEVEL_2
15728,NO,YES,GAME_3,LEVEL_2
15729,NO,YES,GAME_3,LEVEL_2
15730,NO,YES,GAME_1,LEVEL_2
15731,NO,YES,GAME_1,LEVEL_3
15732,NO,YES,GAME_1,LEVEL_2
15733,NO,YES,GAME_3,LEVEL_2
15734,NO,YES,GAME_1,LEVEL_2
15735,NO,YES,GAME_3,LEVEL_2
15736,NO,YES,GAME_3,LEVEL_2
15737,NO,YES,GAME_3,LEVEL_2
15738,NO,YES,GAME_3,LEVEL_2
15739,NO,YES,GAME_1,LEVEL_2
15740,NO,YES,GAME_2,LEVEL_3
15741,NO,YES,GAME_2,LEVEL_3
15742,NO,YES,GAME_3,LEVEL_2
15743,YES,YES,GAME_3,LEVEL_2
15744,NO,YES,GAME_4,LEVEL_2
15745,NO,YES,GAME_2,LEVEL_3
15746,NO,YES,GAME_4,LEVEL_2
15747,NO,YES,GAME_1,LEVEL_2
15748,NO,YES,GAME_1,LEVEL_2
15749,NO,YES,GAME_1,LEVEL_3
15750,NO,YES,GAME_3,LEVEL_3
15751,NO,YES,GAME_3,LEVEL_2
15752,NO,YES,GAME_3,LEVEL_2
15753,NO,YES,GAME_3,LEVEL_2
15754,NO,YES,GAME_1,LEVEL_2
15755,NO,YES,GAME_1,LEVEL_2
15756,NO,YES,GAME_3,LEVEL_2
15757,NO,YES,GAME_4,LEVEL_2
15758,NO,YES,GAME_3,LEVEL_2
15759,YES,YES,GAME_1,LEVEL_2
15760,NO,YES,GAME_3,LEVEL_2
15761,NO,YES,GAME_1,LEVEL_2
15762,YES,YES,GAME_1,LEVEL_2
15763,NO,YES,GAME_1,LEVEL_2
15764,YES,YES,GAME_1,LEVEL_2
15765,YES,YES,GAME_1,LEVEL_3
15766,NO,YES,GAME_1,LEVEL_2
15767,NO,YES,GAME_3,LEVEL_3
15768,NO,YES,GAME_3,LEVEL_2
15769,NO,YES,GAME_2,LEVEL_2
15770,NO,YES,GAME_1,LEVEL_2
15771,NO,YES,GAME_1,LEVEL_2
15772,NO,YES,GAME_1,LEVEL_2
15773,NO,YES,GAME_2,LEVEL_3
15774,NO,YES,GAME_1,LEVEL_2
15775,NO,NO,GAME_2,LEVEL_2
15776,NO,YES,GAME_3,LEVEL_2
15777,NO,YES,GAME_1,LEVEL_2
15778,NO,YES,GAME_1,LEVEL_2
15779,NO,YES,GAME_1,LEVEL_2
15780,YES,YES,GAME_1,LEVEL_2
15781,NO,YES,GAME_1,LEVEL_2
15782,NO,NO,GAME_2,LEVEL_3
15783,NO,NO,GAME_2,LEVEL_2
15784,NO,YES,GAME_3,LEVEL_2
15785,NO,YES,GAME_1,LEVEL_2
15786,YES,NO,GAME_1,LEVEL_2
15787,NO,YES,GAME_3,LEVEL_2
15788,NO,YES,GAME_3,LEVEL_2
15789,NO,YES,GAME_3,LEVEL_2
15790,NO,NO,GAME_1,LEVEL_2
15791,NO,YES,GAME_1,LEVEL_2
15792,NO,YES,GAME_1,LEVEL_2
15793,YES,YES,GAME_1,LEVEL_3
15794,NO,YES,GAME_1,LEVEL_2
15795,NO,YES,GAME_1,LEVEL_2
15796,NO,YES,GAME_4,LEVEL_2
15797,NO,NO,GAME_4,LEVEL_2
15798,NO,YES,GAME_2,LEVEL_2
15799,NO,YES,GAME_1,LEVEL_2
15800,NO,YES,GAME_3,LEVEL_2
15801,NO,YES,GAME_1,LEVEL_2
15802,NO,YES,GAME_1,LEVEL_2
15803,NO,YES,GAME_1,LEVEL_2
15804,NO,YES,GAME_1,LEVEL_2
15805,YES,YES,GAME_2,LEVEL_2
15806,NO,YES,GAME_2,LEVEL_2
15807,NO,YES,GAME_1,LEVEL_3
15808,YES,YES,GAME_2,LEVEL_3
15809,NO,YES,GAME_3,LEVEL_4
15810,NO,YES,GAME_1,LEVEL_2
15811,NO,YES,GAME_2,LEVEL_3
15812,NO,YES,GAME_3,LEVEL_3
15813,NO,YES,GAME_3,LEVEL_2
15814,NO,YES,GAME_1,LEVEL_3
15815,NO,YES,GAME_1,LEVEL_2
15816,NO,YES,GAME_3,LEVEL_3
15817,NO,YES,GAME_3,LEVEL_2
15818,NO,YES,GAME_1,LEVEL_2
15819,NO,YES,GAME_3,LEVEL_2
15820,NO,YES,GAME_2,LEVEL_2
15821,NO,YES,GAME_3,LEVEL_2
15822,NO,YES,GAME_1,LEVEL_2
15823,NO,YES,GAME_3,LEVEL_2
15824,NO,YES,GAME_3,LEVEL_2
15825,NO,YES,GAME_3,LEVEL_2
15826,NO,YES,GAME_2,LEVEL_2
15827,NO,YES,GAME_1,LEVEL_2
15828,NO,YES,GAME_1,LEVEL_2
15829,NO,YES,GAME_1,LEVEL_2
15830,NO,YES,GAME_3,LEVEL_2
15831,NO,YES,GAME_3,LEVEL_2
15832,NO,YES,GAME_3,LEVEL_2
15833,NO,YES,GAME_4,LEVEL_3
15834,NO,YES,GAME_3,LEVEL_2
15835,NO,YES,GAME_3,LEVEL_2
15836,YES,YES,GAME_3,LEVEL_2
15837,NO,YES,GAME_3,LEVEL_2
15838,NO,YES,GAME_3,LEVEL_2
15839,NO,YES,GAME_3,LEVEL_2
15840,NO,YES,GAME_2,LEVEL_2
15841,NO,YES,GAME_3,LEVEL_3
15842,NO,YES,GAME_4,LEVEL_2
15843,NO,YES,GAME_1,LEVEL_2
15844,NO,YES,GAME_1,LEVEL_2
